Episode #,Training Iter,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
322,8.0,0.0,124.0,2.0,65.0,16181.0,0.0,40.20500001000002,40.20500001000002,0.0,2730.403830051422,,,,,,,,,,,,,,,,16.589720498251488,10.94543440847789,39.18244033845035,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,8.0,0.0,217.0,3.0,94.0,16275.0,0.0,44.40100001000005,44.40100001000005,0.0,2743.177295923233,,,,,,,,,,,,,,,,21.163636434535974,10.871570149218819,42.47525707866684,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,8.0,0.0,251.0,4.0,35.0,16310.0,0.0,26.701000010000005,26.701000010000005,0.0,2748.479700088501,,,,,,,,,,,,,,,,11.200612380664094,8.362466030932453,26.3465257147722,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,8.0,0.0,330.0,5.0,80.0,16390.0,0.0,55.101000010000014,55.101000010000014,0.0,2759.4613814353943,,,,,,,,,,,,,,,,22.08481800283871,15.940296604444136,53.409709096872625,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,8.0,0.0,356.0,6.0,27.0,16417.0,0.0,19.201000010000005,19.201000010000005,0.0,2763.7014396190643,,,,,,,,,,,,,,,,7.916355504895178,6.063026975884124,19.014188955828555,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,8.0,0.0,421.0,7.0,66.0,16483.0,0.0,37.00200001,37.00200001,0.0,2773.2312982082367,,,,,,,,,,,,,,,,16.002562574242656,10.473684846639385,35.99783127394816,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,8.0,0.0,504.0,8.0,84.0,16567.0,0.0,45.40100001000002,45.40100001000002,0.0,2784.774829387665,,,,,,,,,,,,,,,,19.311332854844377,12.3240645588834,43.84200138443237,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
329,8.0,0.0,584.0,9.0,81.0,16648.0,0.0,37.00900001,37.00900001,0.0,2795.8973393440247,,,,,,,,,,,,,,,,13.981653982030332,10.95813302624605,35.92639408552312,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,8.0,0.0,601.0,10.0,18.0,16666.0,0.0,7.503000009999999,7.503000009999999,0.0,2798.9525105953217,,,,,,,,,,,,,,,,1.9974913695710106,2.457767386433218,7.476519175893187,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
331,8.0,0.0,743.0,11.0,143.0,16809.0,0.0,83.60399999999993,83.60399999999993,0.0,2818.119084596634,,,,,,,,,,,,,,,,40.440055807566445,24.0598314815266,77.93945152685244,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,8.0,0.0,782.0,12.0,40.0,16849.0,0.0,32.10100001,32.10100001,0.0,2824.055264234543,,,,,,,,,,,,,,,,13.779415818519842,10.006787594284125,31.5951979910688,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,8.0,0.0,891.0,13.0,110.0,16959.0,0.0,59.903000010000014,59.903000010000014,0.0,2838.8299708366394,,,,,,,,,,,,,,,,29.515983546183953,17.135713440790074,56.742500303769766,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,8.0,0.0,910.0,14.0,20.0,16979.0,0.0,7.604000009999999,7.604000009999999,0.0,2842.1830933094025,,,,,,,,,,,,,,,,1.8615311963175625,2.423650740000395,7.576207124394361,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,8.0,0.0,963.0,15.0,54.0,17033.0,0.0,20.702000010000013,20.702000010000013,0.0,2849.8332834243774,,,,,,,,,,,,,,,,7.966545408631277,5.684468418460496,20.30007317651907,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,8.0,0.0,1032.0,16.0,70.0,17103.0,0.0,39.60300001000001,39.60300001000001,0.0,2859.5370450019836,,,,,,,,,,,,,,,,15.809276781221149,11.281172406271931,38.55071062271847,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,8.0,0.0,1074.0,17.0,43.0,17146.0,0.0,29.701000010000005,29.701000010000005,0.0,2866.205768585205,,,,,,,,,,,,,,,,12.391597930804865,9.249808340763233,29.20976265956576,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,8.0,0.0,1177.0,18.0,104.0,17250.0,0.0,55.407000010000004,55.407000010000004,0.0,2880.278112411499,,,,,,,,,,,,,,,,28.569428698397935,14.930275345805324,52.51686571978479,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,8.0,0.0,1279.0,19.0,103.0,17353.0,0.0,66.30200001000001,66.30200001000001,0.0,2894.1819446086884,,,,,,,,,,,,,,,,30.743673700871955,18.48747342029854,63.22937466717823,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,8.0,0.0,1403.0,20.0,125.0,17478.0,0.0,62.801000010000045,62.801000010000045,0.0,2911.0572097301483,,,,,,,,,,,,,,,,26.14969349091963,17.67290372743782,59.6180560731992,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,8.0,0.0,1492.0,21.0,90.0,17568.0,0.0,43.20700001000002,43.20700001000002,0.0,2923.2347240448,,,,,,,,,,,,,,,,19.256997212890816,13.067845194519675,41.53466191997272,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,8.0,0.0,1602.0,22.0,111.0,17679.0,0.0,59.20100001000003,59.20100001000003,0.0,2938.2145142555237,,,,,,,,,,,,,,,,26.363186370090563,17.562111007170106,56.357406916206266,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,8.0,0.0,1677.0,23.0,76.0,17755.0,0.0,30.304000010000035,30.304000010000035,0.0,2948.7084131240845,,,,,,,,,,,,,,,,12.463372460366923,7.472882755354607,29.398645721193688,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,8.0,0.0,1753.0,24.0,77.0,17832.0,0.0,40.108000010000026,40.108000010000026,0.0,2959.299109697342,,,,,,,,,,,,,,,,16.533627953252857,10.502090838783547,38.89033462017296,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,8.0,0.0,1774.0,25.0,22.0,17854.0,0.0,14.10200001,14.10200001,0.0,2962.9125666618347,,,,,,,,,,,,,,,,5.511669481601157,4.495895429705976,14.00025520609247,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,8.0,0.0,1820.0,26.0,47.0,17901.0,0.0,32.70100001,32.70100001,0.0,2970.053650856018,,,,,,,,,,,,,,,,13.831567855852924,9.582780094419737,32.09684473336412,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,8.0,0.0,1876.0,27.0,57.0,17958.0,0.0,20.603000010000013,20.603000010000013,0.0,2978.139300107956,,,,,,,,,,,,,,,,8.26508468364697,5.934183421886227,20.160315583299067,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,8.0,0.0,1899.0,28.0,24.0,17982.0,0.0,10.303000009999996,10.303000009999996,0.0,2982.067748785019,,,,,,,,,,,,,,,,2.748657251890616,3.2784498645014954,10.250030924130645,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,8.0,0.0,1922.0,29.0,24.0,18006.0,0.0,12.902000009999998,12.902000009999998,0.0,2985.9624462127686,,,,,,,,,,,,,,,,4.668897035359154,4.180244963457383,12.807422800987727,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,8.0,0.0,2012.0,30.0,91.0,18097.0,0.0,34.805000010000015,34.805000010000015,0.0,2998.368978023529,,,,,,,,,,,,,,,,15.925678796602334,8.69569975235646,33.405094012318116,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,8.0,0.0,2041.0,31.0,30.0,18127.0,0.0,11.808000009999994,11.808000009999994,0.0,3003.036080121994,,,,,,,,,,,,,,,,2.8640773790740286,3.627671332356588,11.736678444451307,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,8.0,0.0,2066.0,32.0,26.0,18153.0,0.0,14.502000009999998,14.502000009999998,0.0,3007.1635098457336,,,,,,,,,,,,,,,,6.249988182579467,4.375947707740321,14.360110415851368,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,8.0,0.0,2101.0,33.0,36.0,18189.0,0.0,17.40100001,17.40100001,0.0,3012.5397069454193,,,,,,,,,,,,,,,,6.665799104180238,4.992160736079565,17.18488192327697,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,8.0,0.0,2175.0,34.0,75.0,18264.0,0.0,45.80500001000002,45.80500001000002,0.0,3022.9069862365723,,,,,,,,,,,,,,,,21.259703743401502,12.258216946725906,44.27605799097928,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,8.0,0.0,2216.0,35.0,42.0,18306.0,0.0,21.702000010000003,21.702000010000003,0.0,3029.0576226711273,,,,,,,,,,,,,,,,10.222813189223759,6.186485654320652,21.304168838079907,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,8.0,0.0,2258.0,36.0,43.0,18349.0,0.0,28.203000010000007,28.203000010000007,0.0,3035.6784455776215,,,,,,,,,,,,,,,,11.512142513830135,8.501821053570385,27.747237261680812,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,8.0,0.0,2376.0,37.0,119.0,18468.0,0.0,61.107000010000014,61.107000010000014,0.0,3051.7571675777435,,,,,,,,,,,,,,,,26.456074702467067,17.515230017579707,58.04322642153045,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,8.0,0.0,2425.0,38.0,50.0,18518.0,0.0,21.50700001000003,21.50700001000003,0.0,3058.9291303157806,,,,,,,,,,,,,,,,6.577492890069143,6.00902202350214,21.20590876715378,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,8.0,0.0,2470.0,39.0,46.0,18564.0,0.0,25.401000010000015,25.401000010000015,0.0,3065.5696313381195,,,,,,,,,,,,,,,,10.712591852887183,7.850614904653685,24.943877253873957,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,8.0,0.0,2509.0,40.0,40.0,18604.0,0.0,20.30100001,20.30100001,0.0,3071.4513578414917,,,,,,,,,,,,,,,,7.646063425938041,5.513211091492064,20.02282636275117,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,9.0,0.0,82.0,1.0,83.0,18687.0,0.0,54.00100001000002,54.00100001000002,0.0,3136.6834733486176,,,,,,,,,,,,,,,,21.605877725823582,15.385404217009903,52.28159963611859,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,9.0,0.0,150.0,2.0,69.0,18756.0,0.0,31.804000010000024,31.804000010000024,0.0,3146.56369805336,,,,,,,,,,,,,,,,11.353123311823477,9.433190018428538,31.06305067547148,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,9.0,0.0,214.0,3.0,65.0,18821.0,0.0,36.207000009999994,36.207000009999994,0.0,3155.654764890671,,,,,,,,,,,,,,,,18.828448039344384,9.817791590423955,35.03701635183381,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,9.0,0.0,257.0,4.0,44.0,18865.0,0.0,27.602000010000012,27.602000010000012,0.0,3162.1212685108185,,,,,,,,,,,,,,,,11.657733245100408,8.93827252614048,27.12784532578647,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,9.0,0.0,401.0,5.0,145.0,19010.0,0.0,74.01100000999999,74.01100000999999,0.0,3181.497907400131,,,,,,,,,,,,,,,,39.55597358474053,19.502550934892867,68.38332313693432,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,9.0,0.0,488.0,6.0,88.0,19098.0,0.0,41.80600001000001,41.80600001000001,0.0,3193.57218003273,,,,,,,,,,,,,,,,20.620585394756674,13.225468879658996,40.052061141798,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,9.0,0.0,520.0,7.0,33.0,19131.0,0.0,12.902000009999995,12.902000009999995,0.0,3198.6067571640015,,,,,,,,,,,,,,,,3.8075980599056862,3.586975653416457,12.792949821904925,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,9.0,0.0,572.0,8.0,53.0,19184.0,0.0,22.203000010000007,22.203000010000007,0.0,3206.1687977313995,,,,,,,,,,,,,,,,9.732130591319255,6.495631084786797,21.718647867118516,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,9.0,0.0,641.0,9.0,70.0,19254.0,0.0,39.51100001000002,39.51100001000002,0.0,3215.940613746643,,,,,,,,,,,,,,,,17.074836869873817,10.731049440383972,38.371207473452166,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,9.0,0.0,654.0,10.0,14.0,19268.0,0.0,5.402000009999999,5.402000009999999,0.0,3218.533756017685,,,,,,,,,,,,,,,,1.4528791506421599,1.7814458713734913,5.388501082123776,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,9.0,0.0,741.0,11.0,88.0,19356.0,0.0,51.403000010000014,51.403000010000014,0.0,3230.673170566559,,,,,,,,,,,,,,,,23.089698636338827,14.195421204309572,49.443639868507034,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,9.0,0.0,785.0,12.0,45.0,19401.0,0.0,18.505000010000003,18.505000010000003,0.0,3237.3251523971558,,,,,,,,,,,,,,,,8.285254665130784,5.382312857085159,18.15860741214639,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,9.0,0.0,858.0,13.0,74.0,19475.0,0.0,32.608000010000005,32.608000010000005,0.0,3247.918885231018,,,,,,,,,,,,,,,,15.752329283842412,8.395389772359023,31.489569541821314,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,9.0,0.0,904.0,14.0,47.0,19522.0,0.0,24.902000010000002,24.902000010000002,0.0,3254.7077765464783,,,,,,,,,,,,,,,,11.58959335354752,7.324401539135794,24.393271987724535,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,9.0,0.0,1037.0,15.0,134.0,19656.0,0.0,67.60500000000002,67.60500000000002,0.0,3272.6495213508606,,,,,,,,,,,,,,,,31.969437341791984,16.869228447610187,63.416481314856554,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,9.0,0.0,1116.0,16.0,80.0,19736.0,0.0,46.50200001000001,46.50200001000001,0.0,3283.7409706115723,,,,,,,,,,,,,,,,20.504974909117067,15.141681034020348,44.927034026205966,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,9.0,0.0,1178.0,17.0,63.0,19799.0,0.0,30.803000010000012,30.803000010000012,0.0,3292.608247756958,,,,,,,,,,,,,,,,15.014983865261808,10.477755807909222,29.90197298333711,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,9.0,0.0,1258.0,18.0,81.0,19880.0,0.0,43.50400001000002,43.50400001000002,0.0,3303.999780893326,,,,,,,,,,,,,,,,16.688132233166108,12.284295904770586,42.21116059193865,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,9.0,0.0,1277.0,19.0,20.0,19900.0,0.0,3.5050000100000003,3.5050000100000003,0.0,3307.3449141979218,,,,,,,,,,,,,,,,0.6863683344104047,0.9070991012242289,3.4954544661123146,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,9.0,0.0,1309.0,20.0,33.0,19933.0,0.0,21.201000010000005,21.201000010000005,0.0,3312.332944869995,,,,,,,,,,,,,,,,9.814210309341151,6.763623236667959,20.907853133234322,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,9.0,0.0,1394.0,21.0,86.0,20019.0,0.0,55.501000010000006,55.501000010000006,0.0,3324.098184108734,,,,,,,,,,,,,,,,24.434796608380978,15.631137063099299,53.47751981810575,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,9.0,0.0,1457.0,22.0,64.0,20083.0,0.0,22.909000010000014,22.909000010000014,0.0,3333.064814567566,,,,,,,,,,,,,,,,11.500280190978653,6.631500666568386,22.206689047015363,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,9.0,0.0,1492.0,23.0,36.0,20119.0,0.0,22.90200001000001,22.90200001000001,0.0,3338.8091008663177,,,,,,,,,,,,,,,,9.02521698272984,7.1001207814981555,22.608726141746214,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,9.0,0.0,1536.0,24.0,45.0,20164.0,0.0,21.403000010000003,21.403000010000003,0.0,3345.444438457489,,,,,,,,,,,,,,,,9.118066969372101,5.557108848536321,21.022827891238865,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,9.0,0.0,1638.0,25.0,103.0,20267.0,0.0,60.80300001000003,60.80300001000003,0.0,3359.397019147873,,,,,,,,,,,,,,,,25.181698304746252,17.017553944485684,58.29275954245832,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,9.0,0.0,1657.0,26.0,20.0,20287.0,0.0,14.10200001,14.10200001,0.0,3362.749986886978,,,,,,,,,,,,,,,,5.6137987272530765,4.744970507964397,14.009347181363554,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,9.0,0.0,1741.0,27.0,85.0,20372.0,0.0,39.40100001000001,39.40100001000001,0.0,3374.4277613162994,,,,,,,,,,,,,,,,18.333965264976502,10.552666536196512,37.89884577351546,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,9.0,0.0,1775.0,28.0,35.0,20407.0,0.0,18.402000010000005,18.402000010000005,0.0,3379.745304107666,,,,,,,,,,,,,,,,7.607558224220835,5.350891777994692,18.161504534911412,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,9.0,0.0,1865.0,29.0,91.0,20498.0,0.0,45.50100001,45.50100001,0.0,3392.1445581912994,,,,,,,,,,,,,,,,23.924814528884994,13.311558752204906,43.39115786026063,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,9.0,0.0,1903.0,30.0,39.0,20537.0,0.0,21.00200001000001,21.00200001000001,0.0,3397.9310414791107,,,,,,,,,,,,,,,,7.40153915568268,6.370070709309083,20.741483005089155,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,9.0,0.0,2032.0,31.0,130.0,20667.0,0.0,59.10500001000003,59.10500001000003,0.0,3415.304557323456,,,,,,,,,,,,,,,,29.089161388965703,16.450550978850803,55.407906096920364,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,9.0,0.0,2058.0,32.0,27.0,20694.0,0.0,14.801000009999997,14.801000009999997,0.0,3419.517737865448,,,,,,,,,,,,,,,,5.164841066852215,4.510951338940402,14.681395537799643,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,9.0,0.0,2076.0,33.0,19.0,20713.0,0.0,11.70100001,11.70100001,0.0,3423.10475730896,,,,,,,,,,,,,,,,4.570412028449727,3.7982543380716827,11.63036295644435,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,9.0,0.0,2108.0,34.0,33.0,20746.0,0.0,15.602000009999996,15.602000009999996,0.0,3428.1733300685883,,,,,,,,,,,,,,,,6.186294918999244,4.413109014260681,15.419458030622648,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,9.0,0.0,2206.0,35.0,99.0,20845.0,0.0,37.41400001000004,37.41400001000004,0.0,3441.600307703018,,,,,,,,,,,,,,,,16.298806115362915,11.811366987131713,35.85256958027472,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,9.0,0.0,2273.0,36.0,68.0,20913.0,0.0,41.50200001000001,41.50200001000001,0.0,3451.0483343601227,,,,,,,,,,,,,,,,18.063409103453434,12.563149021225108,40.332083683752366,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,9.0,0.0,2321.0,37.0,49.0,20962.0,0.0,33.00200001000001,33.00200001000001,0.0,3458.05704164505,,,,,,,,,,,,,,,,12.481100335314737,10.271986819364793,32.43534253644134,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
398,9.0,0.0,2356.0,38.0,36.0,20998.0,0.0,20.802000010000015,20.802000010000015,0.0,3463.452381849289,,,,,,,,,,,,,,,,7.59924795306102,6.21451724581176,20.556582914557428,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
399,9.0,0.0,2446.0,39.0,91.0,21089.0,0.0,58.60200001000001,58.60200001000001,0.0,3476.0462877750397,,,,,,,,,,,,,,,,24.37565914464234,18.00405450932389,56.464655342324484,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
400,9.0,0.0,2468.0,40.0,23.0,21112.0,0.0,12.302000009999999,12.302000009999999,0.0,3479.760522842407,,,,,,,,,,,,,,,,4.74636046949695,4.209223157564729,12.209789869540607,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,10.0,0.0,52.0,1.0,53.0,21165.0,0.0,32.80200001,32.80200001,0.0,3544.114725589752,,,,,,,,,,,,,,,,14.582953400897226,9.441571082078866,32.075762195348695,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,10.0,0.0,88.0,2.0,37.0,21202.0,0.0,17.702000010000003,17.702000010000003,0.0,3549.659080028534,,,,,,,,,,,,,,,,7.0074531095745005,4.938502739796227,17.46719889695228,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,10.0,0.0,143.0,3.0,56.0,21258.0,0.0,26.10600001000003,26.10600001000003,0.0,3557.645387172699,,,,,,,,,,,,,,,,9.33433933478351,7.021642913384375,25.618229576163074,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
404,10.0,0.0,196.0,4.0,54.0,21312.0,0.0,23.908000010000016,23.908000010000016,0.0,3565.4650769233704,,,,,,,,,,,,,,,,9.410173900714963,6.210872312605181,23.43269348674886,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405,10.0,0.0,241.0,5.0,46.0,21358.0,0.0,21.504000010000002,21.504000010000002,0.0,3572.193417787552,,,,,,,,,,,,,,,,8.730328124600373,5.723293308374938,21.132267511904892,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,10.0,0.0,254.0,6.0,14.0,21372.0,0.0,6.70200001,6.70200001,0.0,3574.777354955673,,,,,,,,,,,,,,,,2.10483617799072,2.2737725471191106,6.681318458144266,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,10.0,0.0,269.0,7.0,16.0,21388.0,0.0,7.70200001,7.70200001,0.0,3577.616622686386,,,,,,,,,,,,,,,,2.613965294710725,2.5109403138347366,7.67046099157091,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,10.0,0.0,324.0,8.0,56.0,21444.0,0.0,32.203000010000004,32.203000010000004,0.0,3585.699427843094,,,,,,,,,,,,,,,,12.599347075236215,9.714111731995267,31.541577498360372,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
409,10.0,0.0,352.0,9.0,29.0,21473.0,0.0,17.20100001,17.20100001,0.0,3590.2659981250763,,,,,,,,,,,,,,,,6.236327859923975,5.279567065638935,17.043426256178304,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
410,10.0,0.0,383.0,10.0,32.0,21505.0,0.0,12.401000009999997,12.401000009999997,0.0,3595.160041809082,,,,,,,,,,,,,,,,4.899892100656364,3.470530485874044,12.261364719599255,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
411,10.0,0.0,485.0,11.0,103.0,21608.0,0.0,48.30400001000003,48.30400001000003,0.0,3609.1987714767456,,,,,,,,,,,,,,,,21.42537509941782,13.428836733508538,46.16477652638577,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
412,10.0,0.0,528.0,12.0,44.0,21652.0,0.0,19.30100001,19.30100001,0.0,3616.0524077415466,,,,,,,,,,,,,,,,8.180805778836598,5.37416851362462,18.96819355506508,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
413,10.0,0.0,575.0,13.0,48.0,21700.0,0.0,22.70200001000002,22.70200001000002,0.0,3623.0890090465546,,,,,,,,,,,,,,,,9.058180061318078,7.079540495103327,22.298564111229275,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
414,10.0,0.0,601.0,14.0,27.0,21727.0,0.0,17.201000010000005,17.201000010000005,0.0,3627.3661925792694,,,,,,,,,,,,,,,,7.569253122253712,5.344597030497271,17.02122064947088,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,10.0,0.0,680.0,15.0,80.0,21807.0,0.0,46.80100001000002,46.80100001000002,0.0,3638.5688002109528,,,,,,,,,,,,,,,,21.258063526259097,12.323785643368529,45.16677977119675,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
416,10.0,0.0,715.0,16.0,36.0,21843.0,0.0,10.50600001,10.50600001,0.0,3644.054605960846,,,,,,,,,,,,,,,,4.960203488911136,2.732894687397179,10.342735623511619,1e-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
